id,name,company_name_cleaned
17024,MACRO ENGINEERING LIMITED,Macro Engineering
17025,WISDOM AGRICULTURAL LIMITED,Wisdom Agricultural
17026,ROTORK UK LIMITED,Rotork
17027,COLMORE OVERSEAS HOLDINGS LIMITED,Colmore Overseas Holdings
17028,WHITE HORSE PLASTICS LIMITED,White Horse Plastics
17029,R. & J. SOFTWARE LIMITED,R. & J. Software
17030,PETERBOROUGH ENGRAVING & CITY SIGNS LIMITED,Peterborough Engraving & City Signs
17031,T - MINISKIPS LIMITED,T - Miniskips
17032,OUTWOOD SURVEYORS LTD,Outwood Surveyors
17033,S.V.OWEN & SON LIMITED,S.V.Owen & Son
17034,GRAPHIC PACKAGING INTERNATIONAL EUROPE UK HOLDINGS LIMITED,Graphic Packaging International Europe Uk Holdings
17035,TOPS PIZZA LIMITED,Tops Pizza
17036,SCEPTER (U.K.) LIMITED,Scepter
17037,UNITY OCCUPATIONAL HEALTH AND WELLBEING LIMITED,Unity Occupational Health And Wellbeing
17038,J.R. TALES & SONS LTD,J.R. Tales & Sons
17039,THE CURTAIN EXCHANGE LIMITED,The Curtain Exchange
17040,RPS LABORATORIES LIMITED,Rps Laboratories
17041,WATERSHED PRODUCTIONS LIMITED,Watershed Productions
17042,THAMES AND COLNE RIVER AGGREGATES LIMITED,Thames And Colne River Aggregates
17043,VESTBROWN LIMITED,Vestbrown
17044,S & T TRIMMINGS LIMITED,S & T Trimmings
17045,PSYCHOLOGICA LIMITED,Psychologica
17046,BOGGIS ELECTRICAL LIMITED,Boggis Electrical
17047,VULCAN GROUP LIMITED,Vulcan Group
17048,MARTLESHAM HEATH SQUASH CLUB LIMITED,Martlesham Heath Squash Club
17049,LLOYD DAVENPORT LIMITED,Lloyd Davenport
17050,UDS GROUP LIMITED,Uds Group
17051,CALBROOK CARS LIMITED,Calbrook Cars
17052,WATERHOUSE PRESSINGS LIMITED,Waterhouse Pressings
17053,WHELDRAKE PROPERTIES LIMITED,Wheldrake Properties
17054,SIMON COMMUNITY(THE),Simon Community
17055,SHIPPING GUIDES LIMITED,Shipping Guides
17056,KIDDERMINSTER DEVELOPMENT LIMITED,Kidderminster Development
17057,OXFORD POSITRON SYSTEMS LIMITED,Oxford Positron Systems
17058,NORTH RODE TIMBER COMPANY LIMITED,North Rode Timber
17059,SAFE COMPUTING (PENSIONS) LIMITED,Safe Computing
17060,MERITOR HEAVY VEHICLE SYSTEMS (MANUFACTURING) LIMITED,Meritor Heavy Vehicle Systems
17061,PURVES LIMITED,Purves
17062,SCARSDALE SERVICES LIMITED,Scarsdale Services
17063,VICTORIA INVESTMENTS LIMITED,Victoria Investments
17064,RUTLAND WATER CRUISES LTD.,Rutland Water Cruises
17065,BRORA PROPERTIES LIMITED,Brora Properties
17066,LEICESTER SECULAR SOCIETY,Leicester Secular Society
17067,CLASSICAL COMICS LIMITED,Classical Comics
17068,GRANGE PARTNERS LIMITED,Grange Partners
17069,GREENS ELECTRICAL MAINTANANCE LTD,Greens Electrical Maintanance
17070,DEALIGHT FLOWERS LIMITED,Dealight Flowers
17071,GOLDSPAN SERVICES LIMITED,Goldspan Services
17072,MCLAUGHLIN DRAINAGE SERVICES LIMITED,Mclaughlin Drainage Services
17073,EKINS.NET LTD,Ekins.Net
17074,CREATE & BRAND LIMITED,Create & Brand
17075,CAVENDISH DIRECTORS LIMITED,Cavendish Directors
17076,CHIKI DESIGN LIMITED,Chiki Design
17077,DUNMAR (NURSERIES) LIMITED,Dunmar
17078,CLASSIC SASH RESTORATION LIMITED,Classic Sash Restoration
17079,CHARLIE ABEL LIMITED,Charlie Abel
17080,HIGH TIMBER LIMITED,High Timber
17081,D&S PERSONNEL LTD,D&S Personnel
17082,G4J ASSOCIATES LIMITED,G4J Associates
17083,JOHN MACIVER AND SONS LIMITED,John Maciver And Sons
17084,JCI ( UK) LIMITED,Jci
17085,ID AUDIO LIMITED,Id Audio
17086,DISCOVERY MEDIA LTD.,Discovery Media
17087,KENNETH REID ARCHITECTS LIMITED,Kenneth Reid Architects
17088,SVL PRINT LTD,Svl Print
17089,KINESIS INFORMATION TECHNOLOGY LIMITED,Kinesis Information Technology
17090,EXTRAVAGANZA PRODUCTIONS LTD,Extravaganza Productions
17091,LONDONEWCASTLE (EAST LONDON) LIMITED,Londonewcastle
17092,JRGL LIMITED,Jrgl
17093,HORIZON HOTELS (UK) LIMITED,Horizon Hotels
17094,KAPITAL RESIDENTIAL LIMITED,Kapital Residential
17095,INSTANT TRADING LIMITED,Instant Trading
17096,IDEAL INTERFACE LIMITED,Ideal Interface
17097,EZSOFTWARE LIMITED,Ezsoftware
17098,THE EYE EXPERT LIMITED,The Eye Expert
17099,TECH RISK CONSULTANTS LTD,Tech Risk Consultants
17100,FIRGROVE CONTRACT SERVICES LIMITED,Firgrove Contract Services
17101,BESTPUMP LTD.,Bestpump
17102,SEACROFT MARINE CONSULTANTS LIMITED,Seacroft Marine Consultants
17103,JAQUES HOLDINGS LIMITED,Jaques Holdings
17104,HUGH LEEPER SWIMMING POOLS & TARPAULINS LTD,Hugh Leeper Swimming Pools & Tarpaulins
17105,DST FINANCIAL SERVICES LTD,Dst Financial Services
17106,GTECH LOGISTICS LIMITED,Gtech Logistics
17107,PRIMERO BUSINESS SOLUTIONS LIMITED,Primero Business Solutions
17108,SYS ENG CONSULTING LTD,Sys Eng Consulting
17109,DAN AIR CONDITIONING (S.Y.) LTD,Dan Air Conditioning
17110,BBP GROUP LIMITED,Bbp Group
17111,JULIUS MOVERS LTD,Julius Movers
17112,BES ELECTRICAL (DORSET) LIMITED,Bes Electrical
17113,H A LOGISTICS LTD,H A Logistics
17114,LINGFIELD HOMES LIMITED,Lingfield Homes
17115,EFFECTIVE PRACTICE LTD,Effective Practice
17116,HARRISON TOWNEND FINANCIAL SERVICES LTD,Harrison Townend Financial Services
17117,INGEAR DIAGNOSTICS LIMITED,Ingear Diagnostics
17118,MYBUILDER LIMITED,Mybuilder
17119,WILL PROTECT LIMITED,Will Protect
17120,NASH PROPERTY MANAGEMENT LIMITED,Nash Property Management
17121,FREDDIE BROWN ASSOCIATES LIMITED,Freddie Brown Associates
17122,CRANFORD ENGINEERING LTD,Cranford Engineering
17123,DOLPHIN SWIM SCHOOL CAERPHILLY LIMITED,Dolphin Swim School Caerphilly
17124,GREENFIELD AKUDI UK LTD,Greenfield Akudi
17125,BIM DEPARTMENT LTD,Bim Department
17126,HEREWARD GAS MAINTENANCE LTD,Hereward Gas Maintenance
17127,FIRST CHOICE MARKETING REPRESENTATION LIMITED,First Choice Marketing Representation
17128,MAN KINGDOM LTD,Man Kingdom
17129,SIRV SYSTEMS LIMITED,Sirv Systems
17130,SUNBEAM SPARES COMPANY LIMITED,Sunbeam Spares
17131,STAR ICECREAM (GB) LIMITED,Star Icecream
17132,WEYBRIDGE PLATFORMS LIMITED,Weybridge Platforms
17133,BOYCE HILL GOLF AND COUNTRY CLUB LIMITED,Boyce Hill Golf And Country Club
17134,ETG ENGINEERING SOLUTIONS LIMITED,Etg Engineering Solutions
17135,AVANTI SOLUTIONS (UK) LIMITED,Avanti Solutions
17136,TOTAL ABILITY LIMITED,Total Ability
17137,J.TOWNEND & SONS(HULL)LIMITED,J.Townend & Sonslimited
17138,MIGHTY OAKS LITTLE ACORNS LIMITED,Mighty Oaks Little Acorns
17139,BEAUMONT DEVELOPMENTS LIMITED,Beaumont Developments
17140,WARWICK PAT TESTING LTD,Warwick Pat Testing
17141,MARTYN GREEN LIMITED,Martyn Green
17142,DIXONS LANDSCAPES LIMITED,Dixons Landscapes
17143,PRIME RETIREMENT SOLUTIONS LIMITED,Prime Retirement Solutions
17144,PILE ANALYSIS LIMITED,Pile Analysis
17145,PLANET ECLIPSE UK LIMITED,Planet Eclipse
17146,CHOICE MEATS CATERING LIMITED,Choice Meats Catering
17147,AKWIL LIMITED,Akwil
17148,YOKO'S TRADING LIMITED,Yoko'S Trading
17149,H CLARK & SON (SALT SUPPLIES) LIMITED,H Clark & Son
17150,RAINBOW FAMILY THERAPY SERVICES LTD,Rainbow Family Therapy Services
17151,HANDSOME MEDIA LIMITED,Handsome Media
17152,CONDOR LOGISTICS LIMITED,Condor Logistics
17153,GUINNESS OVERSEAS LIMITED,Guinness Overseas
17154,PERFECT PEG LIMITED,Perfect Peg
17155,CAMBRIAN DRAGON SECURITIES LIMITED,Cambrian Dragon Securities
17156,CAPITAL PROPERTY SERVICE AND MANAGEMENT LTD,Capital Property Service And Management
17157,SASHSTREAM LTD,Sashstream
17158,PALM BEACH MANUFACTURING CO. LIMITED,Palm Beach Manufacturing
17159,FOUNTAIN COURT CHAMBERS (BIRMINGHAM) LIMITED,Fountain Court Chambers
17160,LAWRENCES GARAGES (LONDON) LIMITED,Lawrences Garages
17161,C S SCAFFOLDING LIMITED,C S Scaffolding
17162,ELMSFIELD HOUSE LIMITED,Elmsfield House
17163,BASELINE AVIATION SERVICES LIMITED,Baseline Aviation Services
17164,BESTBUDDIES LIMITED,Bestbuddies
17165,IP LONDON LTD,Ip London
17166,LAUREA PROJECT SERVICES LIMITED,Laurea Project Services
17167,CHEAM GLAZED EXTENSIONS LIMITED,Cheam Glazed Extensions
17168,CAVENDISH FINANCIAL ADVICE LTD,Cavendish Financial Advice
17169,EDV DISTRIBUTION LTD,Edv Distribution
17170,BRITTENDEN LIMITED,Brittenden
17171,ESHOPPING LIMITED,Eshopping
17172,LEAVE.REVIEW LTD,Leave.Review
17173,JV DEVELOPMENTS (DHC) LIMITED,Jv Developments
17174,KDH ASSOCIATES LTD,Kdh Associates
17175,COXON'S TAXIS LIMITED,Coxon'S Taxis
17176,HAUBOLD CONSULTANCY LIMITED,Haubold Consultancy
17177,BROWNLEE DONALD ASSOCIATES LTD,Brownlee Donald Associates
17178,GLENLEA ASSOCIATES LTD,Glenlea Associates
17179,GATLEY LEISURE LIMITED,Gatley Leisure
17180,EPICURED LTD,Epicured
17181,BLACK RIVER ENTERPRISES LTD,Black River Enterprises
17182,JMSR EUROPE LTD,Jmsr Europe
17183,ESSEX OVENCLEANERS LIMITED,Essex Ovencleaners
17184,CODA DANCE COMPANY,Coda Dance
17185,FUNDING KNIGHT SERVICES LIMITED,Funding Knight Services
17186,COLLIER BRISTOW LTD,Collier Bristow
17187,LEE STAFFORD EDUCATION LIMITED,Lee Stafford Education
17188,GOLDILOCKS LTD,Goldilocks
17189,CUSTOM CREAMS LIMITED,Custom Creams
17190,CHINA CULTURAL CENTER (LONDON) LIMITED,China Cultural Center
17191,DECORUM BRIDE LIMITED,Decorum Bride
17192,SHAUNA CAMERON (ARCHITECT) LTD.,Shauna Cameron
17193,IPLUS MARKETING LIMITED,Iplus Marketing
17194,JARRODEAN SOLUTIONS LTD,Jarrodean Solutions
17195,GENUINE PROGRESS LTD,Genuine Progress
17196,JOOL ERP LIMITED,Jool Erp
17197,CUSTOMER COMPETENCE LIMITED,Customer Competence
17198,ANDRELL EDUCATION LIMITED,Andrell Education
17199,D2G IT LIMITED,D2G It
17200,JEN ADAMS LIMITED,Jen Adams
17201,CUBED VISUALS LIMITED,Cubed Visuals
17202,CASSIDYS SUNBLINDS LIMITED,Cassidys Sunblinds
17203,NEXTPOWER LOWER STRENSHAM LIMITED,Nextpower Lower Strensham
17204,NATIONWIDE FACILITIES LTD,Nationwide Facilities
17205,DANIEL-LAWRENCE LTD,Daniel-Lawrence
17206,LJL CONSULTANTS LTD,Ljl Consultants
17207,CLOVER ACCOUNTANTS LTD,Clover Accountants
17208,LITTLE FILMS LIMITED,Little Films
17209,INDIAN AROMA LIMITED,Indian Aroma
17210,ENDLESS BLUE LIMITED,Endless Blue
17211,SHMS (UK) LIMITED,Shms
17212,FOCUS PHONES LIMITED,Focus Phones
17213,THAMES LUXURY CHARTERS (2010) LIMITED,Thames Luxury Charters
17214,MEDICAL AID INTERNATIONAL CIC,Medical Aid International
17215,ERIC ROBERTS LIMITED,Eric Roberts
17216,NSR TRADING LIMITED,Nsr Trading
17217,GR8 ENGINEERING LIMITED,Gr8 Engineering
17218,THE LEATHER SPA LTD,The Leather
17219,LDC (GT SUFFOLK ST) MANAGEMENT GP1 LIMITED,Ldc Management Gp1
17220,JES ENGINEERING LIMITED,Jes Engineering
17221,ECO ENERGY RATING LTD,Eco Energy Rating
17222,CARTRIDGE MATE LTD,Cartridge Mate
17223,JOSEPH ESTATES LTD,Joseph Estates
17224,RSB ACCOUNTANCY PRACTICE LIMITED,Rsb Accountancy Practice
17225,TITAN MECHANICAL SERVICES LTD,Titan Mechanical Services
17226,DOWNEND KITCHEN COMPANY LTD,Downend Kitchen
17227,PROFESSIONAL TECHNICAL CONSULTING LIMITED,Professional Technical Consulting
17228,HUTTON FENCING LIMITED,Hutton Fencing
17229,GEE 7 GROUP LIMITED,Gee 7 Group
17230,CLIVE CHARLES CONSTRUCTION LIMITED,Clive Charles Construction
17231,KYTTARO TECH LTD,Kyttaro Tech
17232,GREENCORE NORTHWOOD LIMITED,Greencore Northwood
17233,AURA HAIR SALON LTD,Aura Hair Salon
17234,CTS RENEWABLES LTD,Cts Renewables
17235,MYGYM HEALTH & FITNESS LIMITED,Mygym Health & Fitness
17236,BOOST EVALUATION LIMITED,Boost Evaluation
17237,FUSION HARTFORD LIMITED,Fusion Hartford
17238,CUT MY OVERHEADS LIMITED,Cut My Overheads
17239,APPLE BOX COMPANY,Apple Box
17240,REACTIVECREATIVE LTD,Reactivecreative
17241,BURGIN MANAGEMENT LTD,Burgin Management
17242,GHG (DB) PENSION TRUSTEES LIMITED,Ghg Pension Trustees
17243,HILLSIDE PARTNERS LIMITED,Hillside Partners
17244,LIGHTYEAR FILMS LTD,Lightyear Films
17245,ADVANTAGE BUSINESS PARTNERSHIPS LTD,Advantage Business Partnerships
17246,GLOBAL SPECIALITY FOODS LTD,Global Speciality Foods
17247,GLOBAL GBR LIMITED,Global
17248,BRIDGER CARR LTD,Bridger Carr
17249,GROUPEXEC LTD,Groupexec
17250,OXOEVE CREATIVE LTD,Oxoeve Creative
17251,IMPOSSIBLE THINGS LIMITED,Impossible Things
17252,DESIGNED BY US LTD,Designed By Us
17253,AGNOSTIC RESOURCING LTD,Agnostic Resourcing
17254,MILLBROOK FINANCIAL MANAGEMENT LTD,Millbrook Financial Management
17255,THE HUNGRY BISTRO LTD,The Hungry Bistro
17256,PRESTIGE HIRE SPECIALISTS LTD,Prestige Hire Specialists
17257,ITEKS TEKSTIL (UK) LIMITED,Iteks Tekstil
17258,FINEST VENTURES LIMITED,Finest Ventures
17259,COW54 LTD,Cow54
17260,WILSON WAKEFIELD HOLDINGS LIMITED,Wilson Wakefield Holdings
17261,XOXO LTD,Xoxo
17262,LIGHTERLIFE UK LIMITED,Lighterlife
17263,SILLARS (TMWD) LIMITED,Sillars
17264,STONE PRIORY FISH BAR LIMITED,Stone Priory Fish Bar
17265,MISTRAL BUILDING SOLUTIONS LIMITED,Mistral Building Solutions
17266,THE UPNOR PIER LIMITED,The Upnor Pier
17267,LIGHTGRAPHIX LIMITED,Lightgraphix
17268,TURK'S SHIPYARD LIMITED,Turk'S Shipyard
17269,AURUM ACQUISITIONS LIMITED,Aurum Acquisitions
17270,CERBERUS SYSTEMS LIMITED,Cerberus Systems
17271,METROPOLITAN (ROEBUCK) LIMITED,Metropolitan
17272,EVOLVE COMPUTERS LTD,Evolve Computers
17273,MOTORCENTRE LIMITED,Motorcentre
17274,RUSSELL GAMES LTD.,Russell Games
17275,HARLINGTON STRAKER GROUP LIMITED,Harlington Straker Group
17276,PRINTGOOD LIMITED,Printgood
17277,RED BOX RECORDERS (APAC) LIMITED,Red Box Recorders
17278,GREAT WESTERN MICROSYSTEMS LIMITED,Great Western Microsystems
17279,MIDDLETON POPSTARS ACADEMY OF PERFORMING ARTS LTD,Middleton Popstars Academy Of Performing Arts
17280,MANSBRIDGE ESTATES LIMITED,Mansbridge Estates
17281,MERRYWEATHER SOLUTIONS LIMITED,Merryweather Solutions
17282,WILLOUGHBY (611) LIMITED,Willoughby
17283,STAZA HOLDING LTD,Staza Holding
17284,OFF THE RECORD (TWICKENHAM) LTD.,Off The Record
17285,SAXTON SCAFFOLDING LIMITED,Saxton Scaffolding
17286,RECRUITMENT WOLF LIMITED,Recruitment Wolf
17287,BRUMBY GROUP HOLDINGS LIMITED,Brumby Group Holdings
17288,HILCOTE HALL LIMITED,Hilcote Hall
17289,PHOENIX TELEVISION LIMITED,Phoenix Television
17290,WEEVOLVE TECH LTD,Weevolve Tech
17291,WASH SHOP AND GO LTD,Wash Shop And Go
17292,TABAC CREATIVE LTD,Tabac Creative
17293,PROEDGE AFFINITY LIMITED,Proedge Affinity
17294,SUPERSET LTD,Superset
17295,THE SHIPPONS LTD,The Shippons
17296,SARU EMBROIDERY LIMITED,Saru Embroidery
17297,LONDON PRO GOLF LTD,London Pro Golf
17298,SJH FIBRE NETWORKS LIMITED,Sjh Fibre Networks
17299,RICHARD TULLOCH LTD,Richard Tulloch
17300,CDB AUTOS LTD,Cdb Autos
17301,REAL NEST INVESTMENTS LIMITED,Real Nest Investments
17302,SGDP DESIGN LTD,Sgdp Design
17303,PEPPERCORN FOODS LTD,Peppercorn Foods
17304,SMILE AID,Smile Aid
17305,Z DUDHIA HOLDINGS LTD,Z Dudhia Holdings
17306,CENTRAL CABLING (SERVICES) LTD,Central Cabling
17307,CBF CREATIVE LIMITED,Cbf Creative
17308,THE LEICESTER CARPET COMPANY LTD,The Leicester Carpet
17309,THE FOURTH GROUP LTD,The Fourth Group
17310,LBR UK HOLDCO LIMITED,Lbr Uk Holdco
17311,ANDREW BOURNE HOLDINGS LIMITED,Andrew Bourne Holdings
17312,SECURITY ASSURED LIMITED,Security Assured
17313,SNAPSHOOTER LIMITED,Snapshooter
17314,24-7IDEAS.COM LIMITED,24-7Ideas.Com
17315,SUPREME TRAVEL LIMITED,Supreme Travel
17316,M&C JOINERS (SCOTLAND) LIMITED,M&C Joiners
17317,NORMAN GLENN KITCHENS & INTERIORS LIMITED,Norman Glenn Kitchens & Interiors
17318,MAC CARPETS LIMITED,Mac Carpets
17319,NAIRN LAUNDRY LTD,Nairn Laundry
17320,MINDFUSE LIMITED,Mindfuse
17321,NESS BUILD LIMITED,Ness Build
17322,1ST CLASS ESTATES LIMITED,1St Class Estates
17323,SASIG EVENTS LIMITED,Sasig Events
17324,E - KONSULT LIMITED,E - Konsult
17325,MURRAY ESTATES (WESTER HERMISTON (NORTH)) LIMITED,Murray Estates
17326,ROYE INTERIORS LIMITED,Roye Interiors
17327,DJH COMPOSER LTD,Djh Composer
17328,SUMMIT BLASTING LIMITED,Summit Blasting
17329,BRAEMAR CHOCOLATE SHOP LTD,Braemar Chocolate Shop
17330,ARMSTRONG ENTERPRISES LIMITED,Armstrong Enterprises
17331,BROADSIDE FINANCE LIMITED,Broadside Finance
17332,ZED CARS (UK) LIMITED,Zed Cars
17333,ADESI FLEET SOLUTIONS LTD,Adesi Fleet Solutions
17334,AURORA INSURANCE SERVICES LIMITED,Aurora Insurance Services
17335,ELITE (NORTH WEST) LIMITED,Elite
17336,ACOS (N.I.) LIMITED,Acos
17337,A A MILLER & SON LTD,A A Miller & Son
17338,CITY BROADBAND LIMITED,City Broadband
17339,PANACEA CONSULTANTS LIMITED,Panacea Consultants
17340,STONELEDGE HOLDINGS LIMITED,Stoneledge Holdings
17341,BRODERICK GRASS MACHINERY (N.I.) LTD,Broderick Grass Machinery
17342,MAYBLOOM LIMITED,Maybloom
17343,LAGAN (ALSAGER) LIMITED,Lagan
17344,ORBITAL LIFTS LIMITED,Orbital Lifts
17345,NORFOLK HOTEL LIMITED,Norfolk Hotel
17346,EUROPEAN DEVELOPMENT COMPANY LIMITED,European Development
17347,R. DRUMMOND (PROPERTIES) LIMITED,R. Drummond
17348,1 STOP RENEWABLES LIMITED,1 Stop Renewables
17349,EXPRESS RECRUITMENT LIMITED,Express Recruitment
17350,MORTGAGE ADVICE BROKERAGE LTD,Mortgage Advice Brokerage
17351,BRIGHT SPARK ENDEAVOURS LIMITED,Bright Spark Endeavours
17352,CAMPBELL & GIBSON DENTAL AND IMPLANT PRACTICE LIMITED,Campbell & Gibson Dental And Implant Practice
17353,SHETLAND CRAB LTD,Shetland Crab
17354,QURIOSIT SOLUTIONS LTD,Quriosit Solutions
17355,KEVIN RODGERS JOINERS LIMITED,Kevin Rodgers Joiners
17356,BALFOUR BEATTY ENGINEERING SERVICES (LEL) LIMITED,Balfour Beatty Engineering Services
17357,JOHN MARTIN HOLDINGS LIMITED,John Martin Holdings
17358,OASIS BEAUTY CONSULTANTS LTD.,Oasis Beauty Consultants
17359,INDUCOMM LIMITED,Inducomm
17360,SUNSHINE NURSERY LIMITED,Sunshine Nursery
17361,CLYDE MARINA LIMITED,Clyde Marina
17362,IMAGE SYSTEMS & TECHNOLOGY LIMITED,Image Systems & Technology
17363,WOOD GROUP ENGINEERING & OPERATIONS SUPPORT LIMITED,Wood Group Engineering & Operations Support
17364,HIGHLANDER (SCOTLAND) LIMITED,Highlander
17365,ABERDEEN ELECTRICAL SERVICES LIMITED,Aberdeen Electrical Services
17366,DESIGNWORKS DESIGN & ARTWORKING LIMITED,Designworks Design & Artworking
17367,B.G.SHEET METAL CO.LIMITED,B.G.Sheet Metal Co.Limited
17368,BROWNS HOLDINGS (UK) LIMITED,Browns Holdings
17369,ANGLOSCANDIC LIMITED,Angloscandic
17370,WYVIS HOMES LIMITED,Wyvis Homes
17371,K. & W. MECHANICAL SERVICES LIMITED,K. & W. Mechanical Services
17372,CHARLES CHESTER(JEWELLERY) LTD.,Charles Chester
17373,STORNOWAY WIND FARM LIMITED,Stornoway Wind Farm
17374,NICOLA HULBERT INTERIOR DESIGN LIMITED,Nicola Hulbert Interior Design
17375,AXIS PRECISION ENGINEERING COMPONENTS LIMITED,Axis Precision Engineering Components
17376,PATRIOT INTERNATIONAL LIMITED,Patriot International
17377,FREEMANS (WINDERMERE) LTD,Freemans
17378,GLEBE WOODLANDS LIMITED,Glebe Woodlands
17379,GERALD WILTON DESIGN LIMITED,Gerald Wilton Design
17380,HARVING LIMITED,Harving
17381,KEMNAY AUTOBODY LIMITED,Kemnay Autobody
17382,N.J.C. (NOTTINGHAM) LIMITED,N.J.C.
17383,DATA TECHNOLOGIES LIMITED,Data Technologies
17384,INTEREUROPE FOODS LTD.,Intereurope Foods
17385,PREMIER INSTALLATION ELECTRICAL SERVICES LIMITED,Premier Installation Electrical Services
17386,INTEC FOR BUSINESS LIMITED,Intec For Business
17387,OPHTHALMIC EXPERTS LIMITED,Ophthalmic Experts
17388,BEAUMONT COLSON LTD.,Beaumont Colson
17389,HIVE DIGITAL STUDIOS COMMUNITY INTEREST COMPANY,Hive Digital Studios Community Interest
17390,OPTIMA CONSUMER CREDIT LIMITED,Optima Consumer Credit
17391,GRANGE UPHOLSTERY LTD,Grange Upholstery
17392,NAPIT TRAINING SOUTH WEST LIMITED,Napit Training South West
17393,DANDY FANS LIMITED,Dandy Fans
17394,WIRED4DIGITAL LTD,Wired4Digital
17395,HUQUE CHAUDHRY ASSOCIATES ACCOUNTANTS LTD,Huque Chaudhry Associates Accountants
17396,FUTURE ENDEAVORS LTD,Future Endeavors
17397,JLA SOLUTIONS LTD,Jla Solutions
17398,BOWMORE ENERGY 2 LIMITED,Bowmore Energy 2
17399,THE MAGIC LANTERN LIMITED,The Magic Lantern
17400,4 LEISURE RECRUITMENT LTD.,4 Leisure Recruitment
17401,EUROPEOPLE LIMITED,Europeople
17402,SOURCING PLAYGROUND LIMITED,Sourcing Playground
17403,TOTAL MOTOR VOGUE LIMITED,Total Motor Vogue
17404,ICEBERG SUPPLEMENTS BURNLEY LTD,Iceberg Supplements Burnley
17405,THE PLYMOUTH NATUROPATHIC CLINIC LTD.,The Plymouth Naturopathic Clinic
17406,FAIRACRE ASSET MANAGEMENT LIMITED,Fairacre Asset Management
17407,BIRCH TRAVEL LIMITED,Birch Travel
17408,COLINA MANAGEMENT LIMITED,Colina Management
17409,THE LLANDOVERY PARTNERSHIP CIC,The Llandovery Partnership
17410,GREEN PROJECTS LTD,Green Projects
17411,NEWTURN CNC MACHINING LTD,Newturn Cnc Machining
17412,SIM VIK LTD,Sim Vik
17413,NEW CHAPEL GARAGE LTD,New Chapel Garage
17414,K BATER CONSULTANCY LIMITED,K Bater Consultancy
17415,ANDY WILLIAMS TREE SERVICES LIMITED,Andy Williams Tree Services
17416,RANGE RESPONSE LIMITED,Range Response
17417,BARAKA PROPERTIES LIMITED,Baraka Properties
17418,DRAYCIR LIMITED,Draycir
17419,THE EGGFREE CAKE BOX CRAWLEY LIMITED,The Eggfree Cake Box Crawley
17420,NORTEL NETWORKS UK LIMITED,Nortel Networks
17421,SEVEN STREETS CREATIVES LTD,Seven Streets Creatives
17422,ADVANCE STAIRLIFTS LIMITED,Advance Stairlifts
17423,MULLION VILLAGE COMMUNITY INTEREST COMPANY,Mullion Village Community Interest
17424,PRINT MEDIA SOLUTIONS LTD,Print Media Solutions
17425,ADVANCED TECHNIKS LIMITED,Advanced Techniks
17426,PREFERRED MARKETING LTD,Preferred Marketing
17427,TECNITO LTD,Tecnito
17428,CAMBRO BUILDING & ROOFING LTD,Cambro Building & Roofing
17429,OLDHAM BOXING,Oldham Boxing
17430,POW SOLUTIONS LTD.,Pow Solutions
17431,SOVEREIGN & BALE LTD,Sovereign & Bale
17432,SEVERN FARM MACHINERY LTD,Severn Farm Machinery
17433,MEDICOUNTS LIMITED,Medicounts
17434,JFS (MANCHESTER) LTD,Jfs
17435,NICHCOM LIMITED,Nichcom
17436,GLENESK OPERATIONS EXCELLENCE LTD,Glenesk Operations Excellence
17437,WICKENS ACCOUNTING LIMITED,Wickens Accounting
17438,BAA INTERNATIONAL LIMITED,Baa International
17439,FOURFRONT LIMITED,Fourfront
17440,LINESMAN LIMITED,Linesman
17441,ECF ASSET FINANCE PLC,Ecf Asset Finance
17442,CLOTH WORLD LIMITED,Cloth World
17443,WHELPLEY HILL PARK LIMITED,Whelpley Hill Park
17444,COUNTRYWIDE ASSURED LIFE HOLDINGS LIMITED,Countrywide Assured Life Holdings
17445,BRIMSMORE GARDENS LIMITED,Brimsmore Gardens
17446,INTRADYNAMICS LIMITED,Intradynamics
17447,DUNFLY TRUSTEE LIMITED,Dunfly Trustee
17448,CZECH-IT-OUT LIMITED,Czech-It-Out
17449,KWIK TRAVEL LTD.,Kwik Travel
17450,ENTEX SPRINGS LIMITED,Entex Springs
17451,WARREN COURT LIMITED,Warren Court
17452,ASCOT SERVICES LIMITED,Ascot Services
17453,SELECT PLANTS LIMITED,Select Plants
17454,RUNNING EVENTS LIMITED,Running Events
17455,MANOR MANAGEMENT ASSOCIATES LIMITED,Manor Management Associates
17456,AGE-2-AGE,Age-2-Age
17457,COMMERCIAL BOAT SERVICES LTD,Commercial Boat Services
17458,PERIOD HOUSE RENOVATIONS CO LIMITED,Period House Renovations
17459,PHAROS GROUP LIMITED,Pharos Group
17460,THE LOST YOUTH THEATRE COMPANY,The Lost Youth Theatre
17461,TRILLIUM PRODUCTS LIMITED,Trillium Products
17462,R.P. COST CONSULTANTS LIMITED,R.P. Cost Consultants
17463,COOL ESSENTIALS LIMITED,Cool Essentials
17464,CHATEAU ROUSSEAU DE SIPIAN LIMITED,Chateau Rousseau De Sipian
17465,BRIDGE STREET OPTOMETRISTS LTD,Bridge Street Optometrists
17466,CUBICLE CENTRE LIMITED,Cubicle Centre
17467,F & P HOLDINGS LIMITED,F & P Holdings
17468,TRIVISTA ENGINEERING LIMITED,Trivista Engineering
